CALENDAR_YEAR,LOCATION_ID,LOCATION,RACE,RACE ALONE OR IN COMBINATION,EXPERIENCING_HOMELESSNESS_CNT
2017,CA-525,El Dorado County CoC,Asian or Asian American,Race Alone,*
2017,CA-525,El Dorado County CoC,Asian or Asian American,Race Combination,*
2017,CA-525,El Dorado County CoC,"Black, African American, or African",Race Alone,*
2017,CA-525,El Dorado County CoC,"Black, African American, or African",Race Combination,*
2017,CA-525,El Dorado County CoC,Hispanic/Latina/e/o,Race Alone,*
2017,CA-525,El Dorado County CoC,Hispanic/Latina/e/o,Race Combination,20
2017,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2017,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2017,CA-525,El Dorado County CoC,White,Race Alone,92
2017,CA-525,El Dorado County CoC,White,Race Combination,18
2017,CA-525,El Dorado County CoC,Multiple Race,Race Alone,22
2017,CA-525,El Dorado County CoC,Multiple Race,Race Combination,22
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,19
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,29
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,Race Alone,*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,Race Combination,*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",Race Alone,*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",Race Combination,*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latina/e/o,Race Alone,*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latina/e/o,Race Combination,82
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,Race Alone,382
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,Race Combination,106
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Race,Race Alone,112
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Race,Race Combination,112
2017,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2017,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,22
2017,CA-531,Nevada County CoC,Asian or Asian American,Race Alone,*
2017,CA-531,Nevada County CoC,Asian or Asian American,Race Combination,*
2017,CA-531,Nevada County CoC,"Black, African American, or African",Race Alone,*
2017,CA-531,Nevada County CoC,"Black, African American, or African",Race Combination,*
2017,CA-531,Nevada County CoC,Hispanic/Latina/e/o,Race Alone,*
2017,CA-531,Nevada County CoC,Hispanic/Latina/e/o,Race Combination,32
2017,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2017,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2017,CA-531,Nevada County CoC,White,Race Alone,380
2017,CA-531,Nevada County CoC,White,Race Combination,59
2017,CA-531,Nevada County CoC,Multiple Race,Race Alone,60
2017,CA-531,Nevada County CoC,Multiple Race,Race Combination,60
2017,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,353
2017,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,1013
2017,CA-600,Los Angeles County CoC,Asian or Asian American,Race Alone,590
2017,CA-600,Los Angeles County CoC,Asian or Asian American,Race Combination,271
2017,CA-600,Los Angeles County CoC,"Black, African American, or African",Race Alone,23616
2017,CA-600,Los Angeles County CoC,"Black, African American, or African",Race Combination,1858
2017,CA-600,Los Angeles County CoC,Hispanic/Latina/e/o,Race Alone,1782
2017,CA-600,Los Angeles County CoC,Hispanic/Latina/e/o,Race Combination,16294
2017,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,Race Alone,296
2017,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,Race Combination,381
2017,CA-600,Los Angeles County CoC,White,Race Alone,9382
2017,CA-600,Los Angeles County CoC,White,Race Combination,15509
2017,CA-600,Los Angeles County CoC,Multiple Race,Race Alone,17369
2017,CA-600,Los Angeles County CoC,Multiple Race,Race Combination,17369
2017,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,101
2017,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,364
2017,CA-601,San Diego County CoC,Asian or Asian American,Race Alone,166
2017,CA-601,San Diego County CoC,Asian or Asian American,Race Combination,146
2017,CA-601,San Diego County CoC,"Black, African American, or African",Race Alone,3157
2017,CA-601,San Diego County CoC,"Black, African American, or African",Race Combination,620
2017,CA-601,San Diego County CoC,Hispanic/Latina/e/o,Race Alone,57
2017,CA-601,San Diego County CoC,Hispanic/Latina/e/o,Race Combination,3289
2017,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,Race Alone,120
2017,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,Race Combination,159
2017,CA-601,San Diego County CoC,White,Race Alone,4087
2017,CA-601,San Diego County CoC,White,Race Combination,3270
2017,CA-601,San Diego County CoC,Multiple Race,Race Alone,3815
2017,CA-601,San Diego County CoC,Multiple Race,Race Combination,3815
2017,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,81
2017,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,654
2017,CA-602,Orange County CoC,Asian or Asian American,Race Alone,250
2017,CA-602,Orange County CoC,Asian or Asian American,Race Combination,132
2017,CA-602,Orange County CoC,"Black, African American, or African",Race Alone,1252
2017,CA-602,Orange County CoC,"Black, African American, or African",Race Combination,391
2017,CA-602,Orange County CoC,Hispanic/Latina/e/o,Race Alone,113
2017,CA-602,Orange County CoC,Hispanic/Latina/e/o,Race Combination,3984
2017,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,Race Alone,111
2017,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,Race Combination,107
2017,CA-602,Orange County CoC,White,Race Alone,4056
2017,CA-602,Orange County CoC,White,Race Combination,3548
2017,CA-602,Orange County CoC,Multiple Race,Race Alone,4309
2017,CA-602,Orange County CoC,Multiple Race,Race Combination,4309
2017,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,40
2017,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,119
2017,CA-603,Santa Barbara County CoC,Asian or Asian American,Race Alone,20
2017,CA-603,Santa Barbara County CoC,Asian or Asian American,Race Combination,29
2017,CA-603,Santa Barbara County CoC,"Black, African American, or African",Race Alone,231
2017,CA-603,Santa Barbara County CoC,"Black, African American, or African",Race Combination,72
2017,CA-603,Santa Barbara County CoC,Hispanic/Latina/e/o,Race Alone,37
2017,CA-603,Santa Barbara County CoC,Hispanic/Latina/e/o,Race Combination,1163
2017,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,Race Alone,12
2017,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,Race Combination,22
2017,CA-603,Santa Barbara County CoC,White,Race Alone,1167
2017,CA-603,Santa Barbara County CoC,White,Race Combination,1169
2017,CA-603,Santa Barbara County CoC,Multiple Race,Race Alone,1266
2017,CA-603,Santa Barbara County CoC,Multiple Race,Race Combination,1266
2017,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,41
2017,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,98
2017,CA-604,Kern County CoC,Asian or Asian American,Race Alone,*
2017,CA-604,Kern County CoC,Asian or Asian American,Race Combination,16
2017,CA-604,Kern County CoC,"Black, African American, or African",Race Alone,1283
2017,CA-604,Kern County CoC,"Black, African American, or African",Race Combination,113
2017,CA-604,Kern County CoC,Hispanic/Latina/e/o,Race Alone,*
2017,CA-604,Kern County CoC,Hispanic/Latina/e/o,Race Combination,1687
2017,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,Race Alone,40
2017,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,Race Combination,12
2017,CA-604,Kern County CoC,White,Race Alone,1467
2017,CA-604,Kern County CoC,White,Race Combination,1650
2017,CA-604,Kern County CoC,Multiple Race,Race Alone,1764
2017,CA-604,Kern County CoC,Multiple Race,Race Combination,1764
2017,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,16
2017,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,45
2017,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,Race Alone,33
2017,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,Race Combination,26
2017,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",Race Alone,1190
2017,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",Race Combination,136
2017,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latina/e/o,Race Alone,15
2017,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latina/e/o,Race Combination,629
2017,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Alone,31
2017,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Combination,24
2017,CA-606,Long Beach CoC (Los Angeles County),White,Race Alone,630
2017,CA-606,Long Beach CoC (Los Angeles County),White,Race Combination,623
2017,CA-606,Long Beach CoC (Los Angeles County),Multiple Race,Race Alone,713
2017,CA-606,Long Beach CoC (Los Angeles County),Multiple Race,Race Combination,713
2017,CA-607,Pasadena CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,*
2017,CA-607,Pasadena CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,24
2017,CA-607,Pasadena CoC (Los Angeles County),Asian or Asian American,Race Alone,24
2017,CA-607,Pasadena CoC (Los Angeles County),Asian or Asian American,Race Combination,*
2017,CA-607,Pasadena CoC (Los Angeles County),"Black, African American, or African",Race Alone,448
2017,CA-607,Pasadena CoC (Los Angeles County),"Black, African American, or African",Race Combination,50
2017,CA-607,Pasadena CoC (Los Angeles County),Hispanic/Latina/e/o,Race Alone,26
2017,CA-607,Pasadena CoC (Los Angeles County),Hispanic/Latina/e/o,Race Combination,412
2017,CA-607,Pasadena CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Alone,18
2017,CA-607,Pasadena CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Combination,17
2017,CA-607,Pasadena CoC (Los Angeles County),White,Race Alone,272
2017,CA-607,Pasadena CoC (Los Angeles County),White,Race Combination,380
2017,CA-607,Pasadena CoC (Los Angeles County),Multiple Race,Race Alone,438
2017,CA-607,Pasadena CoC (Los Angeles County),Multiple Race,Race Combination,438
2017,CA-608,Riverside County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,63
2017,CA-608,Riverside County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,163
2017,CA-608,Riverside County CoC,Asian or Asian American,Race Alone,61
2017,CA-608,Riverside County CoC,Asian or Asian American,Race Combination,28
2017,CA-608,Riverside County CoC,"Black, African American, or African",Race Alone,1426
2017,CA-608,Riverside County CoC,"Black, African American, or African",Race Combination,211
2017,CA-608,Riverside County CoC,Hispanic/Latina/e/o,Race Alone,46
2017,CA-608,Riverside County CoC,Hispanic/Latina/e/o,Race Combination,2391
2017,CA-608,Riverside County CoC,Native Hawaiian or Pacific Islander,Race Alone,65
2017,CA-608,Riverside County CoC,Native Hawaiian or Pacific Islander,Race Combination,48
2017,CA-608,Riverside County CoC,White,Race Alone,2338
2017,CA-608,Riverside County CoC,White,Race Combination,2305
2017,CA-608,Riverside County CoC,Multiple Race,Race Alone,2525
2017,CA-608,Riverside County CoC,Multiple Race,Race Combination,2525
2017,CA-609,San Bernardino County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,66
2017,CA-609,San Bernardino County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,154
2017,CA-609,San Bernardino County CoC,Asian or Asian American,Race Alone,40
2017,CA-609,San Bernardino County CoC,Asian or Asian American,Race Combination,31
2017,CA-609,San Bernardino County CoC,"Black, African American, or African",Race Alone,3527
2017,CA-609,San Bernardino County CoC,"Black, African American, or African",Race Combination,424
2017,CA-609,San Bernardino County CoC,Hispanic/Latina/e/o,Race Alone,30
2017,CA-609,San Bernardino County CoC,Hispanic/Latina/e/o,Race Combination,2666
2017,CA-609,San Bernardino County CoC,Native Hawaiian or Pacific Islander,Race Alone,42
2017,CA-609,San Bernardino County CoC,Native Hawaiian or Pacific Islander,Race Combination,52
2017,CA-609,San Bernardino County CoC,White,Race Alone,1707
2017,CA-609,San Bernardino County CoC,White,Race Combination,2485
2017,CA-609,San Bernardino County CoC,Multiple Race,Race Alone,2850
2017,CA-609,San Bernardino County CoC,Multiple Race,Race Combination,2850
2017,CA-611,Ventura County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,17
2017,CA-611,Ventura County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,54
2017,CA-611,Ventura County CoC,Asian or Asian American,Race Alone,13
2017,CA-611,Ventura County CoC,Asian or Asian American,Race Combination,11
2017,CA-611,Ventura County CoC,"Black, African American, or African",Race Alone,116
2017,CA-611,Ventura County CoC,"Black, African American, or African",Race Combination,54
2017,CA-611,Ventura County CoC,Hispanic/Latina/e/o,Race Alone,*
2017,CA-611,Ventura County CoC,Hispanic/Latina/e/o,Race Combination,979
2017,CA-611,Ventura County CoC,Native Hawaiian or Pacific Islander,Race Alone,14
2017,CA-611,Ventura County CoC,Native Hawaiian or Pacific Islander,Race Combination,13
2017,CA-611,Ventura County CoC,White,Race Alone,710
2017,CA-611,Ventura County CoC,White,Race Combination,994
2017,CA-611,Ventura County CoC,Multiple Race,Race Alone,1037
2017,CA-611,Ventura County CoC,Multiple Race,Race Combination,1037
2017,CA-612,Glendale CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,*
2017,CA-612,Glendale CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,*
2017,CA-612,Glendale CoC (Los Angeles County),Asian or Asian American,Race Alone,13
2017,CA-612,Glendale CoC (Los Angeles County),Asian or Asian American,Race Combination,*
2017,CA-612,Glendale CoC (Los Angeles County),"Black, African American, or African",Race Alone,88
2017,CA-612,Glendale CoC (Los Angeles County),"Black, African American, or African",Race Combination,21
2017,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latina/e/o,Race Alone,*
2017,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latina/e/o,Race Combination,186
2017,CA-612,Glendale CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Alone,*
2017,CA-612,Glendale CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Combination,*
2017,CA-612,Glendale CoC (Los Angeles County),White,Race Alone,104
2017,CA-612,Glendale CoC (Los Angeles County),White,Race Combination,178
2017,CA-612,Glendale CoC (Los Angeles County),Multiple Race,Race Alone,196
2017,CA-612,Glendale CoC (Los Angeles County),Multiple Race,Race Combination,196
2017,CA-613,Imperial County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2017,CA-613,Imperial County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,*
2017,CA-613,Imperial County CoC,Asian or Asian American,Race Alone,*
2017,CA-613,Imperial County CoC,Asian or Asian American,Race Combination,*
2017,CA-613,Imperial County CoC,"Black, African American, or African",Race Alone,11
