,AGE,GENDER,VETERAN,INCOME,NIGHTS,substanceabuse,completed,probation,assistancetype,required,AT_RISK_OF_HOMELESSNESS,INCOME_PER_NIGHT,AGE_GROUP
368,65,Female,No,28500,47,0,1,1,noassistance,1,0,606.38,56-70
369,36,Female,No,5000,134,1,1,0,tempassistance,0,0,37.31,26-40
370,21,Male,No,0,108,1,1,0,permassistance,0,0,0.0,18-25
371,52,Female,No,27500,72,1,1,0,tempassistance,1,0,381.94,41-55
372,66,Female,No,25000,327,0,1,0,noassistance,1,0,76.45,56-70
373,34,Female,No,0,108,1,1,0,noassistance,1,0,0.0,26-40
374,61,Female,No,32000,309,0,0,0,tempassistance,1,0,103.56,56-70
375,45,Female,Yes,16000,272,0,1,1,noassistance,1,0,58.82,41-55
376,47,Female,No,29500,171,0,0,0,noassistance,1,0,172.51,41-55
377,46,Male,No,40000,116,1,1,0,tempassistance,0,0,344.83,41-55
378,63,Male,No,0,329,0,0,0,noassistance,1,0,0.0,56-70
379,23,Male,No,0,74,0,0,0,tempassistance,1,0,0.0,18-25
380,52,Female,No,36500,256,0,1,0,noassistance,1,0,142.58,41-55
381,58,Female,No,26000,81,0,0,0,noassistance,1,0,320.99,56-70
382,54,Male,Yes,31500,268,0,1,0,noassistance,1,1,117.54,41-55
383,41,Male,No,40000,128,0,1,0,noassistance,1,0,312.5,41-55
384,46,Other,No,38000,326,0,1,0,noassistance,1,0,116.56,41-55
385,66,Female,Yes,48000,235,0,0,1,noassistance,1,0,204.26,56-70
386,63,Female,No,21000,41,0,0,0,noassistance,1,0,512.2,56-70
387,48,Male,No,18500,181,0,1,0,noassistance,1,0,102.21,41-55
388,52,Male,No,13000,157,0,0,0,noassistance,0,0,82.8,41-55
389,50,Male,No,0,59,1,0,0,tempassistance,0,0,0.0,41-55
390,69,Male,No,23500,345,0,0,0,noassistance,0,0,68.12,56-70
391,38,Male,No,5000,249,0,1,0,noassistance,1,0,20.08,26-40
392,49,Male,No,45500,192,0,1,0,noassistance,1,0,236.98,41-55
393,40,Male,No,24000,24,0,0,0,noassistance,1,0,1000.0,26-40
394,50,Male,No,25000,80,1,1,0,tempassistance,1,0,312.5,41-55
395,20,Male,No,10000,134,0,1,0,permassistance,0,1,74.63,18-25
396,35,Female,No,0,213,0,1,0,tempassistance,1,0,0.0,26-40
397,42,Female,No,0,348,0,0,0,noassistance,0,0,0.0,41-55
398,59,Male,No,14000,166,0,1,0,noassistance,0,1,84.34,56-70
399,48,Female,No,0,348,0,0,1,noassistance,0,0,0.0,41-55
400,20,Male,No,25500,337,1,1,0,permassistance,0,0,75.67,18-25
401,57,Female,No,43000,71,1,1,0,noassistance,1,0,605.63,56-70
402,63,Female,No,43000,214,0,1,0,noassistance,1,0,200.93,56-70
403,41,Male,No,29000,65,0,0,0,noassistance,1,0,446.15,41-55
404,67,Female,No,1000,221,1,1,0,tempassistance,1,0,4.52,56-70
405,49,Female,No,41500,308,0,0,1,noassistance,1,0,134.74,41-55
406,64,Female,No,43000,286,0,0,0,noassistance,1,0,150.35,56-70
407,39,Male,No,0,185,0,1,0,noassistance,0,0,0.0,26-40
408,40,Female,No,34000,207,0,1,1,noassistance,1,0,164.25,26-40
409,19,Male,No,5500,99,1,0,1,noassistance,0,0,55.56,18-25
410,44,Female,No,38000,242,1,0,0,tempassistance,1,0,157.02,41-55
411,59,Male,No,50000,158,1,0,0,tempassistance,0,0,316.46,56-70
412,19,Female,Yes,0,98,0,1,0,noassistance,1,1,0.0,18-25
413,43,Female,No,44000,42,1,1,1,tempassistance,1,0,1047.62,41-55
414,34,Female,No,26500,139,0,1,0,tempassistance,1,1,190.65,26-40
415,57,Female,No,48500,283,0,0,1,permassistance,0,0,171.38,56-70
416,50,Male,No,17000,227,0,1,0,noassistance,1,0,74.89,41-55
417,26,Female,No,40500,72,0,1,0,noassistance,0,1,562.5,26-40
418,60,Female,No,0,243,0,1,0,tempassistance,1,0,0.0,56-70
419,65,Male,Yes,8500,18,1,1,0,noassistance,1,0,472.22,56-70
420,56,Female,No,0,77,0,1,1,noassistance,1,0,0.0,56-70
421,46,Female,No,48500,45,0,1,0,tempassistance,0,0,1077.78,41-55
422,59,Male,No,39000,343,1,1,0,permassistance,1,0,113.7,56-70
423,43,Male,No,41000,140,1,0,0,noassistance,0,0,292.86,41-55
424,52,Female,Yes,46500,177,0,1,0,noassistance,1,1,262.71,41-55
425,67,Female,No,0,222,0,1,0,tempassistance,1,0,0.0,56-70
426,42,Male,No,12000,92,1,1,1,permassistance,1,0,130.43,41-55
427,41,Female,Yes,0,22,1,0,0,tempassistance,1,0,0.0,41-55
428,30,Male,No,1000,172,0,0,0,tempassistance,1,1,5.81,26-40
429,24,Female,No,2000,92,0,1,0,permassistance,0,0,21.74,18-25
430,53,Male,No,17000,192,0,1,0,noassistance,0,0,88.54,41-55
431,62,Female,No,4500,77,1,1,0,noassistance,1,0,58.44,56-70
432,37,Male,No,0,281,0,0,1,noassistance,1,0,0.0,26-40
433,18,Female,No,0,364,0,0,0,tempassistance,1,0,0.0,18-25
434,25,Male,No,0,179,1,0,0,noassistance,0,0,0.0,18-25
435,63,Female,No,48500,238,0,0,0,tempassistance,0,0,203.78,56-70
436,33,Female,No,35000,135,1,0,0,permassistance,1,0,259.26,26-40
437,31,Male,No,48000,280,0,1,0,noassistance,1,0,171.43,26-40
438,29,Male,No,15000,19,0,1,0,noassistance,0,0,789.47,26-40
439,68,Male,No,5000,83,0,0,0,permassistance,1,0,60.24,56-70
440,40,Female,No,37500,228,1,1,0,noassistance,0,0,164.47,26-40
441,32,Male,No,8000,265,1,1,0,noassistance,1,0,30.19,26-40
442,45,Female,No,6500,112,1,1,0,noassistance,1,0,58.04,41-55
443,51,Male,No,2500,251,0,1,0,noassistance,1,0,9.96,41-55
444,19,Male,No,0,164,0,0,0,noassistance,1,0,0.0,18-25
445,49,Female,No,4000,358,0,0,0,noassistance,0,0,11.17,41-55
446,40,Male,No,10000,168,0,0,0,noassistance,1,0,59.52,26-40
447,39,Male,No,30000,221,0,1,0,tempassistance,1,0,135.75,26-40
448,68,Female,No,0,304,1,1,0,tempassistance,0,0,0.0,56-70
449,42,Male,No,1000,191,0,0,0,noassistance,1,1,5.24,41-55
450,39,Female,No,38500,325,1,1,0,noassistance,1,0,118.46,26-40
451,39,Male,Yes,0,170,1,0,1,permassistance,1,1,0.0,26-40
452,66,Female,No,9000,45,0,1,0,noassistance,1,0,200.0,56-70
453,69,Female,No,42000,14,1,0,0,tempassistance,1,1,3000.0,56-70
454,59,Female,No,0,231,0,0,0,noassistance,1,0,0.0,56-70
455,23,Male,No,0,157,1,0,0,permassistance,1,0,0.0,18-25
456,32,Male,No,18000,134,0,0,0,permassistance,1,0,134.33,26-40
457,60,Male,Yes,6500,37,0,1,0,noassistance,1,0,175.68,56-70
458,54,Female,No,23000,53,0,0,0,tempassistance,1,0,433.96,41-55
459,50,Female,No,38000,18,1,1,0,tempassistance,1,0,2111.11,41-55
460,25,Male,No,0,38,1,0,0,noassistance,1,0,0.0,18-25
461,61,Male,No,24000,187,0,0,0,noassistance,1,0,128.34,56-70
462,61,Female,No,19500,196,1,1,1,noassistance,1,0,99.49,56-70
463,22,Female,No,0,243,0,1,0,noassistance,1,1,0.0,18-25
464,56,Male,No,26500,300,1,0,0,tempassistance,0,0,88.33,56-70
465,21,Female,No,5000,303,0,1,0,noassistance,1,0,16.5,18-25
466,23,Male,No,18000,35,0,1,1,noassistance,1,0,514.29,18-25
467,62,Male,No,0,215,0,0,0,noassistance,0,0,0.0,56-70
468,49,Male,No,16500,219,0,1,0,noassistance,0,0,75.34,41-55
469,69,Male,No,7000,316,0,0,0,noassistance,0,0,22.15,56-70
470,47,Female,No,39000,90,0,0,0,noassistance,1,0,433.33,41-55
471,64,Male,No,0,308,0,1,1,tempassistance,1,0,0.0,56-70
472,52,Male,No,14000,252,0,0,0,tempassistance,1,0,55.56,41-55
473,57,Female,No,16500,8,1,0,1,noassistance,1,0,2062.5,56-70
474,69,Male,No,33000,256,0,0,1,noassistance,1,0,128.91,56-70
475,33,Female,No,23500,363,0,1,1,noassistance,0,0,64.74,26-40
476,30,Male,No,29500,208,0,1,0,noassistance,1,0,141.83,26-40
477,67,Female,No,36500,131,0,0,1,permassistance,1,0,278.63,56-70
478,59,Male,Yes,41500,224,1,1,0,noassistance,1,1,185.27,56-70
479,47,Female,No,7500,197,1,0,0,tempassistance,0,0,38.07,41-55
480,36,Female,No,21500,142,0,1,0,tempassistance,1,0,151.41,26-40
481,34,Other,No,40500,252,0,1,0,tempassistance,0,0,160.71,26-40
482,36,Male,No,49500,96,1,1,0,noassistance,0,1,515.62,26-40
483,45,Female,No,43500,26,1,1,0,tempassistance,0,0,1673.08,41-55
484,43,Female,No,11000,111,0,1,0,noassistance,0,0,99.1,41-55
485,54,Female,Yes,0,123,0,0,0,tempassistance,1,1,0.0,41-55
486,43,Male,No,18500,186,0,1,1,permassistance,0,0,99.46,41-55
487,40,Male,Yes,34000,168,0,0,0,noassistance,1,1,202.38,26-40
488,26,Male,No,18500,51,1,0,1,noassistance,1,0,362.75,26-40
489,29,Male,Yes,18000,5,0,0,0,tempassistance,1,0,3600.0,26-40
490,18,Male,No,40000,77,0,0,1,tempassistance,1,0,519.48,18-25
491,18,Female,No,10500,160,0,1,0,noassistance,1,0,65.62,18-25
492,64,Female,No,41500,208,0,1,1,permassistance,1,0,199.52,56-70
493,51,Male,Yes,13000,257,0,0,0,noassistance,1,0,50.58,41-55
494,49,Male,No,8500,205,0,0,1,permassistance,0,0,41.46,41-55
495,65,Male,No,16000,255,1,0,0,tempassistance,1,0,62.75,56-70
496,42,Male,No,35500,11,0,1,0,tempassistance,1,0,3227.27,41-55
497,57,Male,Yes,0,8,0,0,0,noassistance,1,1,0.0,56-70
498,62,Male,No,0,32,0,0,1,noassistance,1,0,0.0,56-70
499,18,Female,No,47000,28,0,1,1,tempassistance,1,0,1678.57,18-25
500,33,Female,No,0,206,0,1,0,noassistance,0,0,0.0,26-40
501,56,Male,No,23000,228,0,0,0,noassistance,1,0,100.88,56-70
502,22,Male,No,24000,128,1,0,0,noassistance,1,0,187.5,18-25
503,39,Female,No,18500,255,0,1,0,tempassistance,0,0,72.55,26-40
504,46,Female,No,28000,212,1,0,0,tempassistance,1,0,132.08,41-55
505,20,Female,No,2000,239,0,0,0,noassistance,1,0,8.37,18-25
506,29,Female,No,22500,207,0,1,0,tempassistance,0,0,108.7,26-40
507,43,Male,No,11000,318,0,1,0,tempassistance,1,0,34.59,41-55
508,33,Female,No,29000,283,0,0,0,noassistance,1,0,102.47,26-40
509,68,Male,No,0,245,0,0,0,tempassistance,1,0,0.0,56-70
510,54,Female,No,23500,45,0,0,0,permassistance,1,0,522.22,41-55
511,39,Male,No,0,105,0,1,0,permassistance,1,1,0.0,26-40
512,46,Female,No,5000,348,0,0,0,noassistance,0,1,14.37,41-55
513,31,Male,No,1500,281,0,1,0,tempassistance,1,0,5.34,26-40
514,45,Male,No,0,234,1,1,0,noassistance,1,0,0.0,41-55
515,22,Male,No,39500,189,1,1,0,noassistance,1,0,208.99,18-25
516,64,Female,No,5500,44,0,1,1,noassistance,0,0,125.0,56-70
517,66,Female,No,45500,225,0,0,0,tempassistance,0,1,202.22,56-70
518,47,Female,No,48500,142,0,0,0,tempassistance,0,0,341.55,41-55
519,63,Female,No,23500,136,0,0,0,noassistance,1,0,172.79,56-70
520,69,Male,No,0,176,1,1,0,permassistance,0,0,0.0,56-70
521,22,Male,No,11000,142,0,1,0,noassistance,0,0,77.46,18-25
522,29,Male,No,37500,80,0,1,0,permassistance,1,0,468.75,26-40
523,33,Male,No,10500,82,1,0,0,noassistance,0,0,128.05,26-40
524,43,Female,Yes,0,135,1,1,0,permassistance,0,1,0.0,41-55
525,43,Female,No,22500,207,1,1,0,noassistance,0,0,108.7,41-55
526,65,Female,No,40500,344,1,1,0,permassistance,0,0,117.73,56-70
527,38,Male,No,37500,177,1,1,0,tempassistance,0,0,211.86,26-40
528,56,Male,No,0,243,0,1,0,noassistance,0,0,0.0,56-70
529,53,Female,No,30000,55,0,1,0,noassistance,1,0,545.45,41-55
530,50,Female,No,1500,141,0,0,0,noassistance,0,0,10.64,41-55
531,47,Male,No,1500,56,0,0,0,noassistance,1,0,26.79,41-55
532,54,Male,No,42500,15,1,0,1,noassistance,0,0,2833.33,41-55
533,40,Male,Yes,3500,185,0,0,1,tempassistance,0,0,18.92,26-40
534,27,Female,No,4000,314,0,1,0,tempassistance,0,0,12.74,26-40
535,22,Female,No,0,88,0,1,0,noassistance,0,0,0.0,18-25
536,53,Male,No,42000,97,0,1,1,tempassistance,1,0,432.99,41-55
537,51,Male,No,37500,144,1,0,1,noassistance,1,0,260.42,41-55
538,69,Female,Yes,27000,8,0,0,0,tempassistance,1,0,3375.0,56-70
539,48,Male,No,34500,215,0,0,0,tempassistance,1,0,160.47,41-55
540,27,Male,No,0,173,0,0,1,tempassistance,1,0,0.0,26-40
541,36,Female,No,16500,223,0,1,0,noassistance,1,0,73.99,26-40
542,49,Female,No,9500,40,1,0,1,noassistance,1,0,237.5,41-55
543,18,Female,No,0,182,0,0,0,tempassistance,1,0,0.0,18-25
544,22,Female,No,18000,270,1,0,1,tempassistance,1,0,66.67,18-25
545,62,Male,No,45500,187,1,1,0,noassistance,0,0,243.32,56-70
546,21,Female,No,0,245,1,1,0,permassistance,1,0,0.0,18-25
547,33,Male,No,6000,309,0,0,1,noassistance,1,0,19.42,26-40
548,41,Other,No,500,231,1,1,0,noassistance,0,0,2.16,41-55
549,33,Female,No,2500,155,0,1,0,noassistance,1,0,16.13,26-40
550,19,Female,Yes,44500,175,1,0,1,noassistance,1,0,254.29,18-25
551,66,Male,No,17000,336,1,0,0,tempassistance,1,0,50.6,56-70
552,45,Male,No,17000,115,1,0,0,noassistance,0,0,147.83,41-55
553,49,Male,No,35500,311,1,0,0,noassistance,1,0,114.15,41-55
554,44,Female,No,0,300,0,1,0,noassistance,0,0,0.0,41-55
555,37,Female,No,18000,18,0,0,0,tempassistance,1,0,1000.0,26-40
556,41,Male,No,14500,272,0,0,1,noassistance,1,0,53.31,41-55
557,29,Male,No,25000,12,1,0,0,noassistance,1,0,2083.33,26-40
558,67,Female,No,50000,301,0,0,0,noassistance,1,0,166.11,56-70
559,52,Male,No,36000,192,0,1,0,tempassistance,0,0,187.5,41-55
560,50,Female,No,12500,232,0,0,1,tempassistance,1,0,53.88,41-55
561,50,Other,No,39500,93,0,0,0,noassistance,0,0,424.73,41-55
562,68,Male,No,0,218,1,1,1,noassistance,1,0,0.0,56-70
563,60,Female,No,0,278,0,0,1,tempassistance,1,0,0.0,56-70
564,54,Male,No,500,353,1,0,0,noassistance,1,0,1.42,41-55
565,29,Female,No,9000,303,0,0,0,tempassistance,0,0,29.7,26-40
566,20,Female,No,19500,29,1,0,0,permassistance,1,0,672.41,18-25
567,18,Female,No,26000,301,0,0,0,tempassistance,1,0,86.38,18-25
568,50,Female,No,44500,77,0,0,0,tempassistance,1,0,577.92,41-55
569,57,Female,No,19500,9,1,0,1,tempassistance,1,1,2166.67,56-70
570,27,Male,No,19000,24,0,1,0,tempassistance,1,0,791.67,26-40
571,60,Male,No,0,15,0,0,0,tempassistance,1,0,0.0,56-70
572,61,Female,No,0,164,0,1,0,noassistance,0,0,0.0,56-70
573,46,Male,No,22000,13,0,0,0,noassistance,1,0,1692.31,41-55
574,30,Male,No,15000,347,0,1,0,noassistance,0,0,43.23,26-40
575,29,Male,No,40000,172,0,1,0,tempassistance,1,0,232.56,26-40
576,48,Male,No,0,357,0,0,0,tempassistance,1,0,0.0,41-55
577,63,Female,No,0,327,0,1,1,noassistance,0,0,0.0,56-70
578,19,Female,No,16000,200,0,1,0,noassistance,1,0,80.0,18-25
579,68,Male,No,2500,76,0,0,1,tempassistance,1,0,32.89,56-70
580,67,Female,No,0,164,1,1,0,tempassistance,1,0,0.0,56-70
581,52,Female,No,33000,61,0,0,1,noassistance,0,0,540.98,41-55
582,40,Female,No,0,245,1,0,1,noassistance,1,0,0.0,26-40
583,34,Female,No,26000,155,0,1,0,permassistance,0,0,167.74,26-40
584,43,Female,No,5500,257,0,0,0,noassistance,1,0,21.4,41-55
585,25,Female,No,0,244,0,1,0,noassistance,1,0,0.0,18-25
586,46,Female,No,11500,162,0,1,0,noassistance,1,0,70.99,41-55
587,43,Male,No,38000,68,0,1,0,tempassistance,0,0,558.82,41-55
588,27,Male,No,12500,344,0,0,0,noassistance,0,0,36.34,26-40
589,43,Female,No,34500,277,1,1,0,tempassistance,1,0,124.55,41-55
590,51,Female,No,0,161,0,0,0,noassistance,1,0,0.0,41-55
591,68,Female,No,36000,259,1,0,0,noassistance,1,0,139.0,56-70
592,58,Female,No,2500,307,1,1,0,permassistance,1,0,8.14,56-70
593,24,Female,No,30000,335,0,1,0,noassistance,1,0,89.55,18-25
594,21,Female,No,23000,95,0,0,0,tempassistance,0,1,242.11,18-25
595,67,Male,No,46000,246,0,1,0,tempassistance,1,0,186.99,56-70
596,62,Male,No,12000,221,0,0,1,permassistance,0,0,54.3,56-70
597,28,Female,No,0,123,0,1,0,noassistance,1,1,0.0,26-40
598,46,Female,No,0,187,1,1,0,tempassistance,1,0,0.0,41-55
599,53,Male,No,39500,262,1,0,0,noassistance,0,0,150.76,41-55
600,42,Male,No,20500,273,1,0,1,tempassistance,1,0,75.09,41-55
601,38,Male,No,36000,60,0,1,0,permassistance,1,0,600.0,26-40
602,53,Male,No,2500,125,0,0,1,tempassistance,0,0,20.0,41-55
603,27,Female,No,9500,337,0,1,0,noassistance,1,0,28.19,26-40
604,54,Female,No,0,341,0,0,0,tempassistance,1,0,0.0,41-55
605,26,Male,No,48000,51,0,0,0,permassistance,1,0,941.18,26-40
606,41,Female,Yes,29500,178,0,0,0,tempassistance,1,0,165.73,41-55
607,52,Other,No,46000,139,1,0,0,tempassistance,1,0,330.94,41-55
608,66,Male,Yes,4500,327,1,1,1,noassistance,1,1,13.76,56-70
609,52,Male,No,26000,170,0,0,0,noassistance,1,0,152.94,41-55
610,65,Female,No,30000,39,1,1,0,tempassistance,1,0,769.23,56-70
611,53,Male,No,7500,69,0,1,0,tempassistance,0,0,108.7,41-55
612,35,Female,No,41000,236,0,0,1,noassistance,1,0,173.73,26-40
613,66,Female,No,47000,48,1,1,0,tempassistance,1,0,979.17,56-70
614,56,Female,No,43000,57,1,1,0,noassistance,1,0,754.39,56-70
615,49,Male,No,34000,277,0,1,0,permassistance,0,0,122.74,41-55
616,41,Male,No,5000,338,0,1,1,tempassistance,1,0,14.79,41-55
617,40,Female,No,5500,99,1,0,0,noassistance,1,0,55.56,26-40
618,49,Female,No,48000,15,0,1,0,noassistance,1,0,3200.0,41-55
619,54,Male,No,0,325,0,0,0,tempassistance,0,0,0.0,41-55
620,29,Male,No,32500,179,0,0,0,permassistance,1,0,181.56,26-40
621,66,Male,No,32000,332,1,1,0,permassistance,1,1,96.39,56-70
622,30,Male,Yes,26500,62,0,0,0,noassistance,1,1,427.42,26-40
623,40,Female,No,49500,119,1,1,0,noassistance,1,0,415.97,26-40
624,42,Male,No,7000,37,0,0,0,tempassistance,0,0,189.19,41-55
625,52,Female,No,9000,134,0,0,0,tempassistance,0,0,67.16,41-55
626,58,Male,No,0,26,1,0,0,tempassistance,1,1,0.0,56-70
627,47,Male,No,15500,8,0,1,0,tempassistance,0,0,1937.5,41-55
628,34,Female,No,4000,4,0,0,0,tempassistance,1,0,1000.0,26-40
629,66,Female,No,9000,21,0,0,0,noassistance,0,0,428.57,56-70
630,37,Male,No,40000,149,1,1,0,tempassistance,1,0,268.46,26-40
631,65,Female,No,46000,25,0,0,0,tempassistance,1,0,1840.0,56-70
632,42,Female,Yes,0,143,0,0,0,noassistance,0,0,0.0,41-55
633,39,Male,No,11000,245,0,1,0,tempassistance,0,0,44.9,26-40
634,30,Female,No,46000,43,0,1,0,tempassistance,0,0,1069.77,26-40
635,36,Male,No,0,293,0,0,0,tempassistance,0,0,0.0,26-40
636,66,Female,No,0,185,1,1,1,tempassistance,1,0,0.0,56-70
637,53,Male,No,0,42,0,0,0,noassistance,1,1,0.0,41-55
638,29,Female,Yes,25000,92,0,0,0,noassistance,1,0,271.74,26-40
639,58,Female,No,0,317,0,1,1,tempassistance,1,0,0.0,56-70
640,36,Male,No,48500,324,1,1,0,tempassistance,1,0,149.69,26-40
641,29,Male,No,15500,53,0,0,0,tempassistance,1,0,292.45,26-40
642,26,Female,No,19000,84,0,0,0,noassistance,1,0,226.19,26-40
643,24,Female,No,3000,34,1,0,0,noassistance,1,0,88.24,18-25
644,45,Male,No,17000,76,0,0,1,permassistance,1,0,223.68,41-55
645,31,Male,No,29000,353,0,1,1,tempassistance,1,0,82.15,26-40
646,48,Other,No,34500,197,0,1,0,tempassistance,1,0,175.13,41-55
647,69,Other,Yes,35000,286,1,0,1,noassistance,0,1,122.38,56-70
648,36,Male,No,24000,88,0,1,0,noassistance,1,0,272.73,26-40
649,64,Female,No,44500,235,1,1,0,noassistance,1,0,189.36,56-70
650,33,Male,No,39000,232,0,0,0,tempassistance,1,0,168.1,26-40
651,22,Male,No,35000,7,0,1,0,noassistance,0,0,5000.0,18-25
652,52,Female,No,0,292,0,1,0,noassistance,1,0,0.0,41-55
653,29,Female,No,0,38,1,0,0,noassistance,0,0,0.0,26-40
654,42,Female,Yes,1000,52,0,1,0,tempassistance,1,1,19.23,41-55
655,69,Female,No,29000,143,0,1,0,noassistance,1,0,202.8,56-70
656,38,Female,No,13500,221,0,0,0,tempassistance,1,0,61.09,26-40
657,53,Female,No,13000,240,0,0,1,noassistance,0,0,54.17,41-55
658,40,Male,No,43000,143,0,1,0,tempassistance,1,0,300.7,26-40
659,33,Female,No,43500,349,0,1,1,noassistance,1,0,124.64,26-40
660,56,Female,No,44500,363,0,1,0,noassistance,1,0,122.59,56-70
661,62,Female,No,7500,49,0,0,1,tempassistance,1,0,153.06,56-70
662,59,Male,No,31000,277,1,1,0,noassistance,0,0,111.91,56-70
663,56,Female,Yes,4500,271,1,0,1,tempassistance,1,1,16.61,56-70
664,31,Male,No,0,14,0,0,0,permassistance,1,0,0.0,26-40
665,48,Male,No,0,298,0,0,0,tempassistance,1,0,0.0,41-55
666,22,Female,No,9000,15,0,1,0,tempassistance,1,0,600.0,18-25
667,52,Female,No,14500,234,0,0,1,noassistance,1,0,61.97,41-55
668,40,Female,No,39500,63,0,0,1,tempassistance,1,0,626.98,26-40
669,46,Male,No,0,196,0,0,0,noassistance,1,0,0.0,41-55
670,60,Male,No,33500,27,1,0,0,noassistance,0,0,1240.74,56-70
671,28,Male,No,21000,93,0,0,0,noassistance,1,0,225.81,26-40
672,35,Female,No,5500,105,0,1,1,noassistance,0,0,52.38,26-40
673,64,Other,No,18500,309,0,1,0,tempassistance,0,1,59.87,56-70
674,29,Female,Yes,6500,52,0,1,1,noassistance,1,0,125.0,26-40
675,26,Female,No,25000,319,1,0,0,tempassistance,1,0,78.37,26-40
676,27,Male,No,15000,181,0,0,1,noassistance,0,0,82.87,26-40
677,61,Male,No,0,57,1,1,0,noassistance,0,0,0.0,56-70
678,34,Female,No,0,120,0,0,0,noassistance,1,0,0.0,26-40
679,55,Female,No,22000,308,0,1,0,tempassistance,1,0,71.43,41-55
680,24,Female,Yes,44000,363,1,1,0,noassistance,1,1,121.21,18-25
681,63,Female,No,9000,43,0,1,0,noassistance,1,0,209.3,56-70
682,30,Female,No,33500,135,0,0,1,noassistance,0,0,248.15,26-40
683,57,Male,No,29000,260,1,0,0,tempassistance,1,1,111.54,56-70
684,59,Male,No,46000,197,0,0,0,noassistance,0,0,233.5,56-70
685,26,Male,No,39000,133,0,1,1,tempassistance,1,0,293.23,26-40
686,67,Male,No,23000,255,0,1,0,noassistance,1,0,90.2,56-70
687,44,Male,No,29000,220,0,1,1,noassistance,1,0,131.82,41-55
688,19,Male,No,44000,336,0,0,1,tempassistance,1,0,130.95,18-25
689,22,Male,No,12500,41,1,1,1,tempassistance,0,0,304.88,18-25
690,46,Female,Yes,8000,255,0,1,0,noassistance,1,1,31.37,41-55
691,54,Male,No,0,2,0,0,0,tempassistance,0,1,0.0,41-55
692,55,Male,No,39500,195,0,0,0,tempassistance,0,0,202.56,41-55
693,36,Male,No,38000,242,0,1,0,noassistance,1,0,157.02,26-40
694,25,Other,No,0,149,0,0,0,noassistance,1,1,0.0,18-25
695,65,Female,No,24000,198,0,0,1,noassistance,0,0,121.21,56-70
696,62,Male,No,16500,299,1,0,0,tempassistance,1,1,55.18,56-70
697,18,Female,No,0,245,0,1,0,tempassistance,0,0,0.0,18-25
698,39,Male,No,49000,338,0,0,0,noassistance,1,0,144.97,26-40
699,69,Female,No,1000,108,0,0,0,noassistance,1,0,9.26,56-70
700,34,Female,No,0,212,0,1,0,noassistance,0,0,0.0,26-40
701,24,Female,No,25000,156,1,1,0,noassistance,0,0,160.26,18-25
702,42,Male,No,34000,26,0,1,0,permassistance,0,0,1307.69,41-55
703,62,Female,No,0,82,0,0,0,tempassistance,1,0,0.0,56-70
704,21,Male,No,29000,83,0,1,0,noassistance,0,0,349.4,18-25
705,53,Female,No,21000,131,0,1,0,noassistance,1,0,160.31,41-55
706,23,Male,No,0,329,1,1,1,noassistance,1,0,0.0,18-25
707,48,Male,No,0,100,0,0,1,noassistance,0,1,0.0,41-55
708,36,Female,No,23000,256,0,0,0,noassistance,1,0,89.84,26-40
709,61,Female,No,6500,49,0,0,0,noassistance,1,1,132.65,56-70
710,56,Male,No,46500,63,0,1,1,tempassistance,1,0,738.1,56-70
711,44,Male,No,39000,311,0,1,0,noassistance,1,0,125.4,41-55
712,27,Male,No,49000,290,1,0,0,noassistance,0,0,168.97,26-40
713,43,Female,No,4000,105,0,0,0,permassistance,1,1,38.1,41-55
714,36,Female,No,48500,105,1,0,0,noassistance,0,0,461.9,26-40
715,56,Other,No,14500,325,0,0,1,permassistance,0,0,44.62,56-70
716,20,Female,No,9500,15,1,1,0,noassistance,1,0,633.33,18-25
717,62,Female,No,0,175,0,1,0,permassistance,1,0,0.0,56-70
718,30,Female,No,0,259,0,0,0,noassistance,1,0,0.0,26-40
719,67,Male,No,31000,211,1,0,1,noassistance,0,0,146.92,56-70
720,45,Male,No,16500,259,0,0,1,noassistance,1,0,63.71,41-55
721,37,Female,No,2000,102,0,1,0,noassistance,0,0,19.61,26-40
722,45,Female,No,26000,260,1,0,1,noassistance,1,0,100.0,41-55
723,25,Female,No,3500,344,0,1,0,tempassistance,1,0,10.17,18-25
724,58,Female,No,24000,159,0,1,0,tempassistance,1,0,150.94,56-70
725,56,Female,No,10000,45,1,1,0,noassistance,1,1,222.22,56-70
726,18,Other,No,39000,301,1,1,0,permassistance,0,0,129.57,18-25
727,20,Female,No,39000,251,1,1,0,tempassistance,0,0,155.38,18-25
728,30,Female,No,17500,331,0,0,1,tempassistance,1,0,52.87,26-40
729,45,Male,No,9500,165,0,1,0,tempassistance,1,1,57.58,41-55
730,66,Male,No,10500,193,1,1,0,noassistance,1,0,54.4,56-70
731,42,Male,No,38000,9,0,0,0,noassistance,1,0,4222.22,41-55
732,50,Female,No,8500,65,1,0,0,tempassistance,1,0,130.77,41-55
733,55,Female,No,1000,282,0,0,0,noassistance,1,1,3.55,41-55
734,23,Male,No,0,181,0,0,0,tempassistance,1,1,0.0,18-25
735,61,Male,No,17000,282,0,0,0,noassistance,1,0,60.28,56-70
736,62,Female,Yes,18000,279,1,1,0,permassistance,0,1,64.52,56-70
737,49,Male,Yes,40500,30,0,1,0,noassistance,1,1,1350.0,41-55
738,62,Male,No,1500,266,1,1,0,tempassistance,1,0,5.64,56-70
739,64,Female,Yes,11500,328,1,1,0,tempassistance,1,0,35.06,56-70
